date,ticker,open,high,low,close,volume,log_return,vol_realized_5d,vol_realized_20d,vol_intraday,abs_return,sq_return,log_volume_change,news_tone_mean,news_tone_std,news_tone_median,news_tone_min,news_tone_max,news_n_noticias,news_pct_negativo,news_pct_positivo,rddt_n_posts,rddt_score_mean,rddt_score_std,rddt_score_median,rddt_n_comments_mean,rddt_upvote_ratio_mean,rddt_pct_posts_wsb,rddt_pct_con_texto,day_of_week,month,quarter,year,finbert_positive_pct,finbert_negative_pct,finbert_neutral_pct,finbert_sentiment_score,finbert_n_posts
2019-01-17,AAPL,36.62027653760977,37.4419782573986,36.39703950757352,37.01450347900391,119284800,0.0059200171325327,0.2360538001476014,,0.0282305218660522,0.0059200171325327,3.5046602849480896e-05,-0.0247897723362819,-0.3526117631613221,2.94481004389588,-0.36003600360036,-10.8359133126935,9.96884735202492,694.0,53.7463976945245,42.50720461095101,3.0,35.666666666666664,28.307831660749528,51.0,15.333333333333334,1.0,33.33333333333333,66.66666666666666,3,1,1,2019,0.0,66.66666666666666,33.33333333333333,-0.4112297448640068,3.0
2019-01-18,AAPL,37.40398497191301,37.49423066668109,37.04300581658366,37.24249649047852,135004000,0.006140666280452,0.2082525432850586,,0.0121158593708344,0.006140666280452,3.7707782367880737e-05,0.1237904965336005,0.4029759735387821,3.0670561310384823,0.407747196738023,-11.1111111111111,9.43396226415094,889.0,42.63217097862767,54.780652418447694,7.0,8.142857142857142,15.9940465114218,1.0,8.571428571428571,1.0,57.14285714285714,57.14285714285714,4,1,1,2019,0.0,14.285714285714285,85.71428571428571,-0.0989616098148482,7.0
2019-01-22,AAPL,37.14512410332922,37.22111761208294,36.24505163700586,36.40654373168945,121576000,-0.022701956703187,0.2573603616511087,,0.0268101795729509,0.022701956703187,0.0005153788381533,-0.1047648259978062,0.3034341712056533,2.9428322149582504,0.262123197903015,-9.52380952380952,11.377245508982,623.0,45.42536115569823,51.84590690208668,2.0,10.5,3.5355339059327378,10.5,30.5,1.0,0.0,100.0,1,1,1,2019,0.0,0.0,100.0,0.2353048045188188,2.0
2019-01-23,AAPL,36.608400270150376,36.8435122960888,36.02656133084995,36.55377960205078,92522400,0.0040360586001692,0.2167519402677905,,0.0223492884766699,0.0040360586001692,1.6289769024000373e-05,-0.2730888042672859,-0.2125289238402239,3.40502348848642,0.0,-11.7647058823529,12.1951219512195,610.0,48.85245901639344,48.03278688524591,0.0,,,,,,0.0,0.0,2,1,1,2019,,,,,
2019-01-24,AAPL,36.59891278758119,36.68678131637326,36.03607297019486,36.26405715942383,101766000,-0.007957500094016,0.1984837697877984,,0.0179436168247188,0.007957500094016,6.332180774626552e-05,0.0952252827537389,-0.2497319954796729,2.988169452809126,-0.650759219088937,-17.1003717472119,11.1111111111111,749.0,58.07743658210948,38.98531375166889,2.0,0.5,0.7071067811865476,0.5,6.0,1.0,50.0,0.0,3,1,1,2019,0.0,0.0,100.0,0.0363532793708145,2.0
2019-01-25,AAPL,36.92425809596469,37.5535970765076,36.6487775687618,37.46572494506836,134142000,0.032599423717232,0.3239778389593527,,0.0241505938847421,0.032599423717232,0.0010627224266956,0.2762228802384202,0.4949227637546542,4.516458056683036,-0.160092213114754,-8.26666666666667,16.7192429022082,848.0,50.35377358490566,44.45754716981132,1.0,77.0,,77.0,2000.0,1.0,100.0,100.0,4,1,1,2019,0.0,0.0,100.0,-0.0364722162485122,1.0
2019-01-28,AAPL,36.99787950771421,37.12612375920128,36.49203765099391,37.11899948120117,104768400,-0.0092975596341791,0.3312746732799965,,0.0170825215407139,0.0092975596341791,8.644461515111811e-05,-0.2471467406551133,-0.0924834066240821,3.1917525125071573,0.0,-19.5804195804196,14.018691588785,786.0,48.854961832061065,49.23664122137404,5.0,33.6,45.98695467195018,7.0,28.6,1.0,60.0,40.0,0,1,1,2019,0.0,40.0,60.0,-0.3789852496236562,5.0
2019-01-29,AAPL,37.10712229266967,37.55359634769264,36.59890329069896,36.73426818847656,166348800,-0.010418896419407,0.2885134737759876,,0.0259891677192351,0.010418896419407,0.0001085534025983,0.4623345890313616,-1.2468872239179103,3.209108669981928,-1.34003350083752,-15.6521739130435,8.69565217391304,1157.0,66.03284356093346,29.818496110630942,18.0,558.7222222222222,1925.2428053305705,4.5,108.33333333333331,1.0,61.11111111111112,44.44444444444444,1,1,1,2019,5.555555555555555,11.11111111111111,83.33333333333334,-0.0307223819610145,18.0
2019-01-30,AAPL,38.7695241919444,39.45823098230422,38.05231666544547,39.2444953918457,244439200,0.0661011320955535,0.5430756114058589,,0.0358244972402136,0.0661011320955535,0.0043693596643138,0.3848798185021559,0.0299258263395861,2.818552353609478,-0.2466394988139404,-15.6521739130435,10.5223315669947,2236.0,51.29695885509838,45.84078711985688,10.0,306.7,920.9261099567108,1.0,28.6,1.0,40.0,40.0,2,1,1,2019,10.0,20.0,70.0,-0.0395446023903787,10.0
2019-01-31,AAPL,39.4487289349215,40.13506210044691,39.080625569606816,39.527099609375,162958400,0.0071753131320118,0.5140177132210809,0.5214989658347259,0.0266762940175353,0.0071753131320118,5.148511854242207e-05,-0.4054716537245651,-0.2405794055893551,2.83744171766744,-0.444444444444445,-14.0401146131805,16.5651644336175,1159.0,52.459016393442624,44.69370146678171,8.0,19.0,27.93359472545047,6.5,8.0,1.0,75.0,37.5,3,1,1,2019,0.0,25.0,75.0,-0.1528802157845348,8.0
2019-02-01,AAPL,39.6506063279521,40.13032473923101,39.40599277084796,39.54611206054688,130672400,0.0004808822390475,0.5039994307320321,0.3335188821486771,0.0183161360407329,0.0004808822390475,2.3124772783137946e-07,-0.2208015257992344,-0.2990338940892071,2.847324782651774,-0.2922763582229185,-12.6363636363636,10.8974358974359,962.0,52.18295218295218,45.21829521829522,4.0,6.5,6.95221787153807,6.5,12.75,1.0,0.0,100.0,4,2,1,2019,0.0,0.0,100.0,0.0321939992718398,4.0
2019-02-04,AAPL,39.75747429133821,40.766788323008775,39.726599996653896,40.66941833496094,125982000,0.0280090327799763,0.479219784460108,0.3181602732904021,0.0255766708485401,0.0280090327799763,0.0007845059172697,-0.0365543881072144,1.678447018510741,4.567024423041002,1.05264453856003,-14.40329218107,17.6211453744493,746.0,28.55227882037534,66.08579088471849,4.0,4.5,3.415650255319866,4.0,12.0,1.0,25.0,75.0,0,2,1,2019,0.0,0.0,100.0,0.0127543280832469,4.0
2019-02-05,AAPL,41.05175909628241,41.578977394234336,40.93064275033117,41.36523818969727,144406400,0.0169644531174843,0.4104391852243738,0.3179043773872818,0.0156734173977184,0.0169644531174843,0.0002877926695753,0.1364925072026372,-0.0362331960520917,2.857281226902794,-0.220765059243898,-9.52102803738318,24.3243243243243,882.0,50.68027210884354,44.21768707482993,4.0,13.5,16.051998837112677,8.5,16.75,1.0,75.0,50.0,1,2,1,2019,0.0,0.0,100.0,0.0174108454957604,4.0
2019-02-06,AAPL,41.476856235107945,41.69534616359386,41.0493850783774,41.37948989868164,112958400,0.0003444741303659,0.1883123134909075,0.3164234443316317,0.015610658488012,0.0003444741303659,1.1866242649137745e-07,-0.2456119374675363,-0.0193283096288501,3.051262731240545,0.0,-13.3965844402277,13.0526315789474,1016.0,49.60629921259843,48.22834645669291,3.0,107.66666666666669,143.82048996347262,52.0,76.0,1.0,66.66666666666666,100.0,2,2,1,2019,33.33333333333333,0.0,66.66666666666666,0.2065162236491839,3.0
2019-02-07,AAPL,40.94252551983613,41.30825545825531,40.453305649769504,40.59579849243164,126966800,-0.0191207691537278,0.2857310426965911,0.3275073697885637,0.0210600564648382,0.0191207691537278,0.0003656038130301,0.1169060256216239,-0.1964669511569818,3.1075473785748624,0.0,-17.7215189873418,12.0481927710843,733.0,48.70395634379263,48.0218281036835,4.0,5.25,3.774917217635375,6.0,6.75,1.0,25.0,75.0,3,2,1,2019,0.0,25.0,75.0,-0.1391868209466338,4.0
2019-02-08,AAPL,40.30481062542633,40.70311205010361,40.16886153665804,40.64348602294922,95280000,0.001174001870629,0.28503063513793,0.3277694104270774,0.0131448004520062,0.001174001870629,1.3782803922405902e-06,-0.2871057099132474,-0.1386925656135401,2.934068017432563,0.0599520383693042,-13.4751773049645,17.9297597042514,625.0,46.88,50.080000000000005,4.0,7.75,12.84198842339716,1.5,16.0,1.0,50.0,75.0,4,2,1,2019,0.0,25.0,75.0,-0.2134361916687339,4.0
2019-02-11,AAPL,40.79613489799055,40.83429643477586,40.36682670736698,40.40975570678711,83973600,-0.0057673440084626,0.206970711855547,0.3255625367372043,0.0115682393826093,0.0057673440084626,3.326225691195042e-05,-0.1263174613161222,0.3584475187239485,3.219566899051297,0.378437985578541,-16.6666666666667,10.8108108108108,678.0,44.100294985250734,54.12979351032449,3.0,1.6666666666666667,1.1547005383792517,1.0,5.333333333333333,1.0,0.0,66.66666666666666,0,2,1,2019,0.0,33.33333333333333,66.66666666666666,-0.0402388541648785,3.0
2019-02-12,AAPL,40.56955984328428,40.78421213565277,40.474155993899046,40.75797653198242,89134000,0.0085803299410391,0.164636394038475,0.316318628242453,0.0076072506079988,0.0085803299410391,7.362206189709324e-05,0.059638391672403,-0.3486816247495396,3.1215590294979734,-0.315457413249211,-12.2171945701357,11.8951612903226,703.0,53.20056899004268,42.53200568990042,0.0,,,,,,0.0,0.0,1,2,1,2019,,,,,
2019-02-13,AAPL,40.87723763914784,41.13720636245975,40.52663614873119,40.588645935058594,89960800,-0.0041631929233365,0.1620296531267011,0.3143402803939362,0.0150428820588265,0.0041631929233365,1.733217531691922e-05,0.009233164489511,-1.908610783924627,4.03683432260361,-1.03286384976526,-12.8964059196617,17.1428571428571,945.0,63.38624338624339,33.75661375661376,2.0,21.0,28.284271247461906,21.0,4.5,1.0,100.0,0.0,2,2,1,2019,0.0,0.0,100.0,-0.1459296513348817,2.0
2019-02-14,AAPL,40.47653498895316,40.84621345605926,40.39782819422876,40.73650360107422,87342800,0.0036362141299244,0.092707158302795,0.3134092653234313,0.0110069648151806,0.0036362141299244,1.3222053198661964e-05,-0.029533413727809,-1.9083233225367071,3.622740644906155,-2.08333333333333,-11.9496855345912,10.7142857142857,1203.0,66.74979218620116,30.42394014962593,2.0,53.0,14.142135623730953,53.0,12.0,1.0,100.0,50.0,3,2,1,2019,0.0,0.0,100.0,0.0167734110727906,2.0
2019-02-15,AAPL,40.84383289109825,40.95115902339319,40.48607669059228,40.6458740234375,98507200,-0.0022272540505042,0.094715925827374,0.3144545199210424,0.0114423011923112,0.0022272540505042,4.960660605487502e-06,0.1202890357883011,0.4715928834870214,3.530147245317318,0.797342544714758,-13.7404580152672,10.7142857142857,750.0,37.6,60.13333333333334,3.0,16.666666666666668,15.631165450257804,19.0,16.666666666666668,1.0,0.0,66.66666666666666,4,2,1,2019,0.0,33.33333333333333,66.66666666666666,-0.3108286603043477,3.0
2019-02-19,AAPL,40.476530193148335,40.88914124452737,40.42405900288239,40.76750183105469,75891200,0.0029879094639588,0.0803692374856616,0.3144593428153899,0.011408161421623,0.0029879094639588,8.927602964814826e-06,-0.2608289063025265,-0.227003598608553,3.0905319838568697,0.0,-13.2737911918694,9.58083832335329,648.0,48.14814814814815,48.76543209876543,1.0,5180.0,,5180.0,61.0,1.0,100.0,0.0,1,2,1,2019,0.0,0.0,100.0,-0.0244885757565498,1.0
2019-02-20,AAPL,40.82951887269788,41.33753378782997,40.78181877890572,41.02986145019531,104457600,0.0064148893878251,0.0695371451309176,0.2975571821297011,0.0135441600162071,0.0064148893878251,4.1150805858031466e-05,0.3194805117918634,-0.2967103815100378,3.2098469578934297,0.0795083742716205,-13.953488372093,7.97720797720798,694.0,46.8299711815562,50.28818443804035,3.0,39.0,61.48983655857283,4.0,4.666666666666667,1.0,0.0,100.0,2,2,1,2019,0.0,66.66666666666666,33.33333333333333,-0.4644027594476938,3.0
2019-02-21,AAPL,40.9750096836761,41.11095514343004,40.61725349372424,40.79851531982422,68998800,-0.0056544381276706,0.0773278391029384,0.3003707093181344,0.012100970974939,0.0056544381276706,3.197267053965597e-05,-0.4146921343009845,-0.0629586458954239,3.035618053869314,0.0,-12.8205128205128,8.99357601713062,646.0,48.45201238390093,48.91640866873065,4.0,22.25,19.36276495407272,22.0,24.0,1.0,25.0,75.0,3,2,1,2019,0.0,25.0,75.0,-0.2792530520819127,4.0
2019-02-22,AAPL,40.92253824934637,41.26121367050578,40.87483815215059,41.25405883789063,75652800,0.0111038124821722,0.1060236130150331,0.2966472839875823,0.0093657576791042,0.0111038124821722,0.0001232946516392,0.092065338965568,-0.065825651129875,2.952994976716032,0.0,-17.0340681362725,9.21052631578947,653.0,48.23889739663094,45.48238897396631,1.0,0.0,,0.0,27.0,1.0,0.0,100.0,4,2,1,2019,0.0,100.0,0.0,-0.9228843590244652,1.0
2019-02-25,AAPL,41.53787584944258,41.945715831476846,41.48778838604835,41.554569244384766,87493600,0.0072579810256542,0.1004783102909457,0.2801973294745625,0.0110199059635391,0.0072579810256542,5.2678288568756685e-05,0.1454111957241073,0.0517721679707407,2.360516930303892,-0.146198830409357,-8.85245901639344,10.0574712643678,623.0,50.88282504012841,42.85714285714285,3.0,3.333333333333333,4.163331998932265,2.0,5.333333333333333,1.0,33.33333333333333,66.66666666666666,0,2,1,2019,0.0,0.0,100.0,0.0423634517937898,3.0
2019-02-26,AAPL,41.43056256396765,41.80978333541097,41.30176826921919,41.57843399047852,68280800,0.000574134118116,0.1040466454808568,0.2755858811870638,0.0122182347297668,0.000574134118116,3.2962998558488093e-07,-0.2479370335121254,0.0311814254748729,2.960955766714011,0.5804879691903485,-15.6716417910448,9.09090909090909,616.0,41.72077922077922,55.35714285714286,3.0,0.3333333333333333,0.5773502691896258,0.0,16.0,1.0,0.0,100.0,1,2,1,2019,0.0,0.0,100.0,0.0289645989735921,3.0
2019-02-27,AAPL,41.31129272462549,41.73821342061451,41.19680814753061,41.70720672607422,111341600,0.0030923178858396,0.1017137822046032,0.2692220204866559,0.0129810964479053,0.0030923178858396,9.562429907083742e-06,0.4889743387298594,-1.6846847868898962,3.6609041130481046,-1.902346006360875,-14.1393442622951,7.26643598615917,852.0,61.61971830985915,36.032863849765256,3.0,1.6666666666666667,2.0816659994661326,1.0,5.666666666666667,1.0,0.0,100.0,2,2,1,2019,0.0,33.33333333333333,66.66666666666666,-0.2155734576905767,3.0
2019-02-28,AAPL,41.57604632138093,41.71676290033313,41.24213831860219,41.296993255615234,112861600,-0.0098842422505217,0.1265159142611052,0.157452680961462,0.0114929573393677,0.0098842422505217,9.769824486699914e-05,0.0135593362476946,-1.131541479169774,3.17240357589205,-0.725806451612903,-14.9305555555556,9.76744186046512,791.0,67.2566371681416,29.835651074589126,1.0,0.0,,0.0,2.0,1.0,0.0,100.0,3,2,1,2019,0.0,0.0,100.0,0.0007209386676549,1.0
2019-03-01,AAPL,41.56649922650965,41.773996653747055,41.23497863344471,41.7310676574707,103544800,0.0104561843771589,0.1237720670134768,0.1591527771968,0.0129164684864192,0.0104561843771589,0.0001093317917291,-0.0861579200024575,-0.8123366181398612,3.1196737119820286,-0.798722044728434,-11.6766467065868,17.595818815331,655.0,59.23664122137404,37.099236641221374,0.0,,,,,,0.0,0.0,4,3,1,2019,,,,,
2019-03-04,AAPL,41.90279076717496,42.39410868782575,41.4925633764932,41.94095230102539,109744800,0.0050168523210217,0.1190479573045865,0.1591234784511675,0.0214955851469902,0.0050168523210217,2.5168807210940966e-05,0.0581533011284429,-0.4333670274486599,3.0448336785450567,0.0800640512409925,-9.5360824742268,9.85915492957746,533.0,47.467166979362105,50.469043151969984,0.0,,,,,,0.0,0.0,0,3,1,2019,,,,,
2019-03-05,AAPL,41.962411577028405,41.97672124062049,41.62850365631687,41.8646240234375,78949600,-0.0018215565608087,0.1218487766829674,0.1292105579211921,0.0083177048027153,0.0018215565608087,3.318068304225405e-06,-0.3293479962317379,-0.4446395454793287,3.097607434253149,-0.229095074455899,-10.5990783410138,11.6477272727273,633.0,51.02685624012639,43.28593996840443,0.0,,,,,,0.0,0.0,1,3,1,2019,,,,,
2019-03-06,AAPL,41.65952294909317,41.85509811540578,41.48541592394316,41.62374877929688,83241600,-0.005770286434065,0.12994103527214,0.1176884162872748,0.0088815208217501,0.005770286434065,3.329620553115501e-05,0.052937548677781,-0.4569983602313405,2.98732613367348,-0.794701986754967,-11.7647058823529,14.6067415730337,904.0,58.73893805309734,37.7212389380531,1.0,1.0,,1.0,0.0,1.0,100.0,0.0,2,3,1,2019,0.0,0.0,100.0,0.0523954387754201,1.0
2019-03-07,AAPL,41.468717309443846,41.60466642807359,41.0274867951546,41.1419677734375,99185600,-0.0116421742634335,0.1383511628511154,0.12510173388449,0.0140289748924366,0.0116421742634335,0.0001355402215801,0.1752456195947707,-1.1750627453761089,3.089308330532736,-1.09489051094891,-12.6654064272212,9.85401459854014,881.0,61.18047673098751,35.754824063564136,1.0,31.0,,31.0,23.0,1.0,100.0,100.0,3,3,1,2019,100.0,0.0,0.0,0.9376523839309812,1.0
2019-03-08,AAPL,40.62201381375069,41.27789998791673,40.42643873496161,41.23973846435547,95997600,0.0023736031040441,0.1049709868743439,0.1036042222476052,0.0206466210665003,0.0023736031040441,5.633991695527828e-06,-0.0326696513082536,-0.9578293530905324,3.0672183445056853,-0.9129545323004056,-13.3333333333333,10.5820105820106,776.0,60.4381443298969,35.824742268041234,1.0,103.0,,103.0,61.0,1.0,100.0,100.0,4,3,1,2019,0.0,0.0,100.0,0.004432275891304,1.0
2019-03-11,AAPL,41.85508454688193,42.72085192885243,41.82169411946825,42.66838073730469,128044000,0.0340558306419557,0.2838000210461904,0.1571457738065368,0.0210731645740204,0.0340558306419557,0.0011597996007135,0.2880507636957909,-0.8866269191926757,2.573742329498815,-1.04674767064871,-8.51063829787234,7.05882352941176,774.0,65.50387596899225,32.428940568475454,4.0,10.5,15.022205785658333,3.5,6.75,1.0,75.0,25.0,0,3,1,2019,0.0,50.0,50.0,-0.1273938035592436,4.0
2019-03-12,AAPL,42.93074174869042,43.56754731458191,42.7804829879991,43.14778137207031,129870400,0.0111728515944051,0.2836185896274405,0.1569286871775083,0.0182411308659378,0.0111728515944051,0.0001248326127506,0.0141630752692137,-0.4933560869540346,2.9116820053204813,-0.389105058365758,-12.6126126126126,10.1851851851852,757.0,55.74636723910172,41.87582562747688,4.0,2.0,3.366501646120693,0.5,7.25,1.0,25.0,75.0,1,3,1,2019,0.0,25.0,75.0,-0.0706206280738115,4.0
2019-03-13,AAPL,43.467364044286846,43.71779403001178,43.15015321427301,43.33857345581055,124130000,0.0044120808102887,0.2655471273058347,0.155753838431194,0.013097819574462,0.0044120808102887,1.946645707651847e-05,-0.0452076265924792,-0.5306199778805357,3.0544958498488457,-0.15406242237548,-11.9047619047619,8.96057347670251,578.0,50.69204152249135,44.636678200692046,1.0,116.0,,116.0,96.0,1.0,100.0,100.0,2,3,1,2019,0.0,0.0,100.0,0.0265377219766378,1.0
2019-03-14,AAPL,43.86089971935373,43.90860344771917,43.54130511929298,43.82035446166992,94318000,0.0110553427933239,0.2002321768428395,0.1557487009041075,0.008381911395707,0.0110553427933239,0.0001222206042779,-0.274657351934075,-1.6934586923995103,3.1180997068632714,-1.875,-10.6617647058824,8.09628008752735,931.0,69.17293233082707,27.604726100966705,3.0,9.0,10.14889156509222,7.0,21.33333333333333,1.0,33.33333333333333,66.66666666666666,3,3,1,2019,0.0,0.0,100.0,0.0379382803415258,3.0
2019-03-15,AAPL,44.08748706861486,44.67897625421365,43.82274735566281,44.390384674072266,156171600,0.0129244614174359,0.1791365226987396,0.1590497086766047,0.0192886118207248,0.0129244614174359,0.0001670417029307,0.5042833510990566,-1.2229873119978332,3.162100472963271,-1.38067061143984,-10.958904109589,6.91489361702128,774.0,63.95348837209303,33.850129198966414,4.0,68.25,106.40606185739608,22.0,45.75,1.0,0.0,100.0,4,3,1,2019,25.0,0.0,75.0,0.2421384966000914,4.0
2019-03-18,AAPL,44.3140683580027,44.93179318512388,44.31168098754593,44.84354782104492,104879200,0.0101568322729736,0.0516078616844703,0.1583876778479352,0.0138283482844088,0.0101568322729736,0.0001031612418213,-0.39814619103155,-0.0565762453837259,3.242651230427191,0.0,-11.7647058823529,11.9047619047619,636.0,47.16981132075472,46.540880503144656,3.0,55.333333333333336,75.96271015000276,14.0,10.333333333333334,1.0,33.33333333333333,66.66666666666666,0,3,1,2019,0.0,33.33333333333333,66.66666666666666,-0.2780796227355798,3.0
2019-03-19,AAPL,44.92225754761337,45.07490005613711,44.34269057791804,44.48817825317383,126585600,-0.0079562202165663,0.1347023016043687,0.1647877471764111,0.0164585179022661,0.0079562202165663,6.330144013449929e-05,0.1881095475036105,-0.2547127876950364,3.4005208435125893,0.0,-10.5263157894737,11.3636363636364,778.0,43.573264781491,49.48586118251928,8.0,35.375,71.58798283032066,9.5,16.0,1.0,37.5,87.5,1,3,1,2019,12.5,0.0,87.5,0.1102679527830332,8.0
2019-03-20,AAPL,44.41662300399111,45.19414879506152,44.05886680985221,44.87693786621094,124140800,0.0087005328771981,0.1347202759378455,0.1653632193690192,0.0252976704559001,0.0087005328771981,7.569927234720663e-05,-0.0195023538631176,-0.368435673740213,2.953623676554026,-0.392156862745098,-14.4144144144144,11.0998479472884,727.0,51.856946354883085,45.39202200825309,1.0,5.0,,5.0,3.0,1.0,0.0,100.0,2,3,1,2019,0.0,0.0,100.0,0.0211337096989154,1.0
2019-03-21,AAPL,45.32055956507145,46.82552016805965,45.27047209232708,46.5297737121582,204136800,0.0361683730529129,0.2506839828864152,0.195293958483279,0.0334204951296859,0.0361683730529129,0.0013081512092946,0.4973739520339071,0.4284581019035433,2.70499891572434,0.344827586206897,-9.9009900990099,10.4166666666667,577.0,40.72790294627383,55.28596187175043,8.0,5.125,6.642665127793212,3.5,8.625,1.0,37.5,75.0,3,3,1,2019,12.5,12.5,75.0,0.015277748228982,8.0
2019-03-22,AAPL,46.58939664841029,47.14988281885893,45.501818379976086,45.56621551513672,169630800,-0.0209258484757543,0.3415331293397613,0.2172923977893977,0.0361685608570096,0.0209258484757543,0.0004378911344302,-0.1851660466922695,-1.500925633315192,3.077322101685129,-1.35746606334842,-10.5263157894737,10.2040816326531,980.0,65.10204081632654,32.44897959183673,4.0,0.5,0.5773502691896257,0.5,3.75,1.0,50.0,0.0,4,3,1,2019,0.0,0.0,100.0,0.0765780070796608,4.0
